row,customer_id,name,matched_master_id,match_status,match_rule
1017,C01024,Qabil Sarraf,C01024,conflicting,customer_id
1018,C00309,Inaya Mohan,C00309,partial_match,customer_id
1019,C01078,Harrison Sanghvi,C01078,conflicting,customer_id
1020,N00075,Anirudh Khurana,,new_entity,no_candidate
1021,N00049,Hemani Wali,,new_entity,no_candidate
1022,,,C00057,partial_match,email
1023,C02209,Vincent Mutti,C02209,complete_match,customer_id
1024,C02275,Peter Vohra,C02275,conflicting,customer_id
1025,,Divya Aggarwal,C00677,partial_match,name_city
1026,N00042,Tanish Parmar,,new_entity,no_candidate
1027,C01201,Ekalinga Kashyap,C01201,partial_match,customer_id
1028,C00756,Aachal Chaudhary,C00756,conflicting,customer_id
1029,C00673,Brijesh Misra,C00673,conflicting,customer_id
1030,N00128,Bishakha Gupta,,new_entity,no_candidate
1031,,,C00018,partial_match,email
1032,C00682,Zashil Babu,C00682,complete_match,customer_id
1033,N00172,Chandran Solanki,,new_entity,no_candidate
1034,,Abha Gokhale,,incomplete_match,no_candidate
1035,N00309,Imaran Ray,,new_entity,no_candidate
1036,C01650,Balvan Borde,C01650,partial_match,customer_id
1037,N00253,Raghav Gopal,,new_entity,no_candidate
1038,,Kala Tripathi,,incomplete_match,no_candidate
1039,C02732,Zaid Sani,C02732,partial_match,customer_id
1040,,,,incomplete_match,no_candidate
1041,N00319,Ranbir Bajaj,,new_entity,no_candidate
1042,C00139,Vrinda Pathak,C00139,partial_match,customer_id
1043,C01350,Pavani Bhagat,C01350,conflicting,customer_id
1044,N00103,Anya Bahri,,new_entity,no_candidate
1045,C01525,Chandran Pradhan,C01525,partial_match,customer_id
1046,C01062,Jacob Rao,C01062,partial_match,customer_id
1047,,,,incomplete_match,no_candidate
1048,C01462,Advik Goel,C01462,partial_match,customer_id
1049,N00182,Bakhshi Pradhan,,new_entity,no_candidate
1050,C00243,Adya Varma,C00243,partial_match,customer_id
1051,C00813,Oviya Saini,C00813,partial_match,customer_id
1052,C02494,Jagdish Sahota,C02494,complete_match,customer_id
1053,C00946,Indira Parikh,C00946,conflicting,customer_id
1054,N00186,Jatin Mangat,,new_entity,no_candidate
1055,N00337,Ria Buch,,new_entity,no_candidate
1056,C02019,Vivaan Tandon,C02019,partial_match,customer_id
1057,N00279,Henry Palan,,new_entity,no_candidate
1058,C01685,Wriddhish Ramesh,C01685,partial_match,customer_id
1059,C02081,Vyanjana Apte,C02081,complete_match,customer_id
1060,C02636,Shivansh Krishnamurthy,C02636,conflicting,customer_id
1061,C01786,Nimrat Nadkarni,C01786,complete_match,customer_id
1062,C02856,Dalbir Hayer,C02856,conflicting,customer_id
1063,C00116,Aarna Patla,C00116,complete_match,customer_id
1064,C02088,Omya Deep,C02088,partial_match,customer_id
1065,C00429,Ikbal Agrawal,C00429,partial_match,customer_id
1066,C00626,Orinder Walia,C00626,conflicting,customer_id
1067,,Vanya Dara,C00535,partial_match,name_city
1068,C00872,Meera Nigam,C00872,partial_match,customer_id
1069,C01016,Urvashi Raval,C01016,partial_match,customer_id
1070,C00500,Liam Borra,C00500,complete_match,customer_id
1071,C00918,Daniel Barad,C00918,complete_match,customer_id
1072,N00232,Jairaj Prabhakar,,new_entity,no_candidate
1073,C02201,Indali Magar,C02201,conflicting,customer_id
1074,N00305,Advaith Arya,,new_entity,no_candidate
1075,C02445,Pratyush Balasubramanian,C02445,partial_match,customer_id
1076,C02463,Sneha Keer,C02463,partial_match,customer_id
1077,,vedant shanker,C02179,partial_match,email
1078,C00481,Lajita Thakur,C00481,conflicting,customer_id
1079,C00217,Ekansh Dhingra,C00217,complete_match,customer_id
1080,C00926,Amruta Wali,C00926,conflicting,customer_id
1081,C00111,Warhi Kaul,C00111,conflicting,customer_id
1082,C02752,Madhav Kari,C02752,conflicting,customer_id
1083,N00321,Jackson Dugar,,new_entity,no_candidate
1084,C02297,Triya Badal,C02297,partial_match,customer_id
1085,C01357,Rehaan Kakar,C01357,complete_match,customer_id
1086,C02322,Urishilla Patil,C02322,partial_match,customer_id
1087,C02250,Vasatika Nadig,C02250,complete_match,customer_id
1088,N00081,Pranav Tella,,new_entity,no_candidate
1089,,George Deol,C01729,partial_match,name_city
1090,,,,incomplete_match,no_candidate
1091,C00574,Gayathri Chaudhuri,C00574,conflicting,customer_id
1092,C00748,Ekiya Chaudhry,C00748,conflicting,customer_id
1093,N00066,Amara Lanka,,new_entity,no_candidate
1094,C00043,Gunbir Banerjee,C00043,complete_match,customer_id
1095,,Chakradhar Hayer,,incomplete_match,no_candidate
1096,,,,incomplete_match,no_candidate
1097,,Ijaya Sidhu,,incomplete_match,no_candidate
1098,C02713,Eiravati Sant,C02713,conflicting,customer_id
1099,C02809,Madhavi Kohli,C02809,complete_match,customer_id
1100,C00329,Damyanti Wadhwa,C00329,partial_match,customer_id
1101,C00289,Darika Grewal,C00289,conflicting,customer_id
1102,C00604,Arjun Rajan,C00604,complete_match,customer_id
1103,,,C00886,partial_match,email
1104,C01260,Vedant Nath,C01260,partial_match,customer_id
1105,N00295,Faris Rai,,new_entity,no_candidate
1106,C00407,Kabir Dalal,C00407,partial_match,customer_id
1107,N00135,Jeevika Jain,,new_entity,no_candidate
1108,C02137,Atharv Soni,C02137,conflicting,customer_id
1109,C00606,Thomas Parmer,C00606,conflicting,customer_id
1110,C00841,Bhavika Lala,C00841,partial_match,customer_id
1111,N00114,Xavier Tata,,new_entity,no_candidate
1112,C02778,Charan Sethi,C02778,complete_match,customer_id
1113,C01997,Pranit Dey,C01997,partial_match,customer_id
1114,C02643,Eshana Dewan,C02643,conflicting,customer_id
1115,N00273,Dalaja Dhillon,,new_entity,no_candidate
1116,N00036,Keya Roy,,new_entity,no_candidate
1117,N00400,Yochana Chana,,new_entity,no_candidate
1118,C01894,Harshil Sani,C01894,conflicting,customer_id
1119,C01484,Tanmayi Johal,C01484,conflicting,customer_id
1120,C02608,Alka Narayanan,C02608,complete_match,customer_id
1121,C01360,Jagat Borah,C01360,conflicting,customer_id
1122,C00774,Qabil Hegde,C00774,partial_match,customer_id
1123,,Aradhana Devan,,incomplete_match,no_candidate
1124,C00846,Suhani Kari,C00846,conflicting,customer_id
1125,,Hredhaan Tak,,incomplete_match,no_candidate
1126,C00757,Mekhala Dugal,C00757,complete_match,customer_id
1127,C00881,Sai Date,C00881,partial_match,customer_id
1128,C00917,Abhiram Sandal,C00917,complete_match,customer_id
1129,C00444,Damini Sandhu,C00444,partial_match,customer_id
1130,C00420,Qabil Pandey,C00420,complete_match,customer_id
1131,,,,incomplete_match,no_candidate
1132,N00022,Gopal Acharya,,new_entity,no_candidate
1133,N00303,Dominic Contractor,,new_entity,no_candidate
1134,,,,incomplete_match,no_candidate
1135,N00262,Aarna Das,,new_entity,no_candidate
1136,,Xalak Jha,,incomplete_match,no_candidate
1137,,,,incomplete_match,no_candidate
1138,N00133,Jai Sarin,,new_entity,no_candidate
1139,C02379,Peter Raj,C02379,conflicting,customer_id
1140,C00612,Xiti Raja,C00612,conflicting,customer_id
1141,C02154,Meghana Seth,C02154,conflicting,customer_id
1142,C02826,Falak Arya,C02826,partial_match,customer_id
1143,C02330,Faqid Ghosh,C02330,complete_match,customer_id
1144,N00043,Maanas Chhabra,,new_entity,no_candidate
1145,N00393,Sachi Anand,,new_entity,no_candidate
1146,C02149,Elijah Mohan,C02149,complete_match,customer_id
1147,C01622,Raagini Pall,C01622,conflicting,customer_id
1148,C02847,Yachana Keer,C02847,complete_match,customer_id
1149,C02591,Raghav Sekhon,C02591,complete_match,customer_id
1150,C00634,Gagan Gandhi,C00634,complete_match,customer_id
1151,N00031,Omaja Chander,,new_entity,no_candidate
1152,N00276,Warjas Devi,,new_entity,no_candidate
1153,N00286,Warinder Bera,,new_entity,no_candidate
1154,C00533,Nihal Subramaniam,C00533,complete_match,customer_id
1155,C00935,Anita Handa,C00935,complete_match,customer_id
1156,C00818,Chameli Tripathi,C00818,partial_match,customer_id
1157,C02288,Jyoti Rau,C02288,complete_match,customer_id
1158,C00487,Hredhaan Badami,C00487,partial_match,customer_id
1159,N00384,Abha Chahal,,new_entity,no_candidate
1160,N00266,Rushil Swaminathan,,new_entity,no_candidate
1161,C01756,Shravya Kapadia,C01756,partial_match,customer_id
1162,N00181,Jackson Rattan,,new_entity,no_candidate
1163,C02035,Mitesh Parikh,C02035,partial_match,customer_id
1164,C02651,Radhika Rajagopalan,C02651,partial_match,customer_id
1165,,Panini Sathe,,incomplete_match,no_candidate
1166,C01031,Mitali Sura,C01031,complete_match,customer_id
1167,C01489,Orinder Shetty,C01489,complete_match,customer_id
1168,,Dalaja Misra,,incomplete_match,no_candidate
1169,,Hredhaan Badami,,incomplete_match,no_candidate
1170,C02648,Aishani Agarwal,C02648,partial_match,customer_id
1171,N00144,Rachana Ramanathan,,new_entity,no_candidate
1172,C00273,Jeet Shenoy,C00273,partial_match,customer_id
1173,C02829,Aradhana Devan,C02829,complete_match,customer_id
1174,C00331,Yochana Wason,C00331,partial_match,customer_id
1175,,Abhimanyu Halder,C01721,partial_match,name_city
1176,,turvi sekhon,C01754,partial_match,email
1177,,Mohammed Natarajan,,incomplete_match,no_candidate
1178,C00827,Reva Walla,C00827,complete_match,customer_id
1179,,qabil trivedi,C01146,partial_match,email
1180,,Imaran Anne,C02751,partial_match,name_city
1181,N00348,Zayyan Reddy,,new_entity,no_candidate
1182,N00338,Harish Sem,,new_entity,no_candidate
1183,C01461,Ranbir Char,C01461,partial_match,customer_id
1184,N00083,Megha Narayanan,,new_entity,no_candidate
1185,C01313,Mugdha Khurana,C01313,conflicting,customer_id
1186,C01545,Urmi Wason,C01545,conflicting,customer_id
1187,C00439,Nathaniel Bhatia,C00439,partial_match,customer_id
1188,C02300,Priya Das,C02300,partial_match,customer_id
1189,N00157,Manbir Balan,,new_entity,no_candidate
1190,C02793,Nirja Hans,C02793,conflicting,customer_id
1191,N00325,Ranbir Panchal,,new_entity,no_candidate
1192,C00264,Yashvi Panchal,C00264,complete_match,customer_id
1193,C01701,Yochana Anand,C01701,complete_match,customer_id
1194,C00666,Tara Bhatt,C00666,partial_match,customer_id
1195,C00876,Max Dugar,C00876,complete_match,customer_id
1196,,Unnati Narang,C00954,partial_match,name_city
1197,C00240,Vedhika Chopra,C00240,conflicting,customer_id
1198,C02731,Theodore Bhatnagar,C02731,conflicting,customer_id
1199,,,C01626,partial_match,email
1200,C00559,Nihal Ram,C00559,conflicting,customer_id
1201,,Hiral Bahl,,incomplete_match,no_candidate
1202,,Vanya Sabharwal,C02885,partial_match,name_city
1203,,chameli babu,C00828,partial_match,email
1204,C00287,Leela Mangal,C00287,complete_match,customer_id
1205,C00952,Tarak Kari,C00952,complete_match,customer_id
1206,C01183,Pranav Golla,C01183,conflicting,customer_id
1207,,Omkaar Bhalla,,incomplete_match,no_candidate
1208,N00284,Aadi Chaudhuri,,new_entity,no_candidate
1209,C02221,Kai Rajagopalan,C02221,conflicting,customer_id
1210,C01446,Dipta Datta,C01446,partial_match,customer_id
1211,C00785,Qarin Anand,C00785,partial_match,customer_id
1212,C02307,Ikshita Narayan,C02307,complete_match,customer_id
1213,N00275,Tanvi Tiwari,,new_entity,no_candidate
1214,N00188,Yuvraj Sheth,,new_entity,no_candidate
1215,N00174,Advika Parikh,,new_entity,no_candidate
1216,C00505,Naksh Gara,C00505,partial_match,customer_id
1217,C02412,Lekha Saraf,C02412,partial_match,customer_id
1218,N00382,Kashish Dar,,new_entity,no_candidate
1219,C00663,Hema Kota,C00663,complete_match,customer_id
1220,C00156,Azaan Khalsa,C00156,conflicting,customer_id
1221,C01114,Aradhana Tata,C01114,conflicting,customer_id
1222,C00799,Onkar Kota,C00799,conflicting,customer_id
1223,N00215,Lakshit Kurian,,new_entity,no_candidate
1224,C00268,Wahab Nadkarni,C00268,partial_match,customer_id
1225,C01033,Vasatika Naidu,C01033,conflicting,customer_id
1226,C01081,Dalaja Balay,C01081,complete_match,customer_id
1227,C02952,Nikita Shere,C02952,conflicting,customer_id
1228,C02102,Agastya Trivedi,C02102,complete_match,customer_id
1229,C01290,Ubika Ghosh,C01290,partial_match,customer_id
1230,N00312,Pratyush Kanda,,new_entity,no_candidate
1231,,Upkaar Som,C00596,partial_match,name_city
1232,,Jagvi Tak,C02543,partial_match,name_city
1233,,,,incomplete_match,no_candidate
1234,C01840,Brinda Ghosh,C01840,conflicting,customer_id
1235,C01089,Hitesh Sabharwal,C01089,complete_match,customer_id
1236,C00772,Ethan Sule,C00772,conflicting,customer_id
1237,C02116,Rohan Sane,C02116,conflicting,customer_id
1238,C02063,Parth Khalsa,C02063,complete_match,customer_id
1239,N00101,Warhi Batra,,new_entity,no_candidate
1240,N00302,Suhani Madan,,new_entity,no_candidate
1241,C01405,Daniel Agate,C01405,partial_match,customer_id
1242,C02409,Fariq Vig,C02409,partial_match,customer_id
1243,C02985,Nachiket Rout,C02985,partial_match,customer_id
1244,N00084,Chakradhar Mishra,,new_entity,no_candidate
1245,,,,incomplete_match,no_candidate
1246,,,,incomplete_match,no_candidate
1247,C02779,Dakshesh Desai,C02779,complete_match,customer_id
1248,N00013,Aarush Deol,,new_entity,no_candidate
1249,C02503,Azad Sidhu,C02503,complete_match,customer_id
1250,C02865,Gavin Som,C02865,partial_match,customer_id
1251,N00068,Pushti Kala,,new_entity,no_candidate
1252,,Caleb Talwar,,incomplete_match,no_candidate
1253,C01416,Benjamin Dalal,C01416,conflicting,customer_id
1254,,,,incomplete_match,no_candidate
1255,C00895,Guneet Varty,C00895,conflicting,customer_id
1256,C01106,Ucchal Sangha,C01106,partial_match,customer_id
1257,C00690,Vrishti Sandal,C00690,complete_match,customer_id
1258,C01724,Pushti Chander,C01724,conflicting,customer_id
1259,C00205,Naveen Chana,C00205,conflicting,customer_id
1260,C01362,Megha Grewal,C01362,partial_match,customer_id
1261,C01640,Aachal Brahmbhatt,C01640,complete_match,customer_id
1262,C00309,Inaya Mohan,C00309,complete_match,customer_id
1263,N00318,Tanmayi Handa,,new_entity,no_candidate
1264,N00111,Frado Kulkarni,,new_entity,no_candidate
1265,,Pranav Golla,,incomplete_match,no_candidate
1266,C00500,Liam Borra,C00500,conflicting,customer_id
1267,C00400,Zilmil Jain,C00400,conflicting,customer_id
1268,C02222,Vedant Sawhney,C02222,partial_match,customer_id
1269,,Gavin Purohit,C00537,partial_match,name_city
1270,C00707,Wishi Nigam,C00707,complete_match,customer_id
1271,N00058,Jeremiah Maharaj,,new_entity,no_candidate
1272,,,C00439,partial_match,email
1273,C00399,Ridhi Vasa,C00399,conflicting,customer_id
1274,,,,incomplete_match,no_candidate
1275,N00222,Lajita Bajaj,,new_entity,no_candidate
1276,C00169,Umang Deol,C00169,complete_match,customer_id
1277,C00854,Chandresh Dewan,C00854,conflicting,customer_id
1278,,finn rama,C02346,partial_match,email
1279,C01002,Oscar Kalita,C01002,conflicting,customer_id
1280,C00454,Falguni Krish,C00454,conflicting,customer_id
1281,C01895,Falak Brar,C01895,partial_match,customer_id
1282,C00870,Ijaya Mandal,C00870,conflicting,customer_id
1283,C01573,Rachana Nori,C01573,partial_match,customer_id
1284,C00744,Jagvi Pandya,C00744,partial_match,customer_id
1285,C02776,Vasatika Krishnan,C02776,conflicting,customer_id
1286,,Vasudha Kannan,,incomplete_match,no_candidate
1287,C00659,Wahab Bawa,C00659,partial_match,customer_id
1288,,indira shah,C01741,partial_match,email
1289,C02915,Imaran Jani,C02915,conflicting,customer_id
1290,C00084,Shravya Banerjee,C00084,complete_match,customer_id
1291,N00035,Arin Brar,,new_entity,no_candidate
1292,C00184,Vyanjana Sidhu,C00184,conflicting,customer_id
1293,,,,incomplete_match,no_candidate
1294,,Tarak Subramaniam,C01480,partial_match,name_city
1295,C02017,Warinder Doctor,C02017,conflicting,customer_id
1296,C01470,Krishna Cheema,C01470,complete_match,customer_id
1297,C01520,Kabir Randhawa,C01520,complete_match,customer_id
1298,C00573,Qarin Chandra,C00573,complete_match,customer_id
1299,C00318,Umang Vala,C00318,partial_match,customer_id
1300,,Ekta Gill,C02491,partial_match,name_city
1301,N00327,Mitali Chand,,new_entity,no_candidate
1302,,,,incomplete_match,no_candidate
1303,C01136,Balvan Ratta,C01136,conflicting,customer_id
1304,C01999,Max Mitter,C01999,partial_match,customer_id
1305,N00395,Sneha Das,,new_entity,no_candidate
1306,C02730,Joshua Bandi,C02730,complete_match,customer_id
1307,C02237,Zaid Shukla,C02237,partial_match,customer_id
1308,C00191,Bahadurjit Khurana,C00191,conflicting,customer_id
1309,N00202,Wridesh Purohit,,new_entity,no_candidate
1310,C00811,Yatan Saha,C00811,partial_match,customer_id
1311,,,,incomplete_match,no_candidate
1312,N00205,Jackson Malhotra,,new_entity,no_candidate
1313,,,,incomplete_match,no_candidate
1314,C02098,Udant Chanda,C02098,partial_match,customer_id
1315,C00369,Urishilla Trivedi,C00369,partial_match,customer_id
1316,N00241,George Baria,,new_entity,no_candidate
1317,,Pallavi Balasubramanian,,incomplete_match,no_candidate
1318,C02441,Abdul Madan,C02441,conflicting,customer_id
1319,C02813,Indali Nadkarni,C02813,complete_match,customer_id
1320,C02881,Yatin Jaggi,C02881,partial_match,customer_id
1321,C00783,Wakeeta Shankar,C00783,conflicting,customer_id
1322,C00341,Lopa Modi,C00341,partial_match,customer_id
1323,C00403,Sanya Brar,C00403,complete_match,customer_id
1324,C02548,Charan Soni,C02548,partial_match,customer_id
1325,,Karan Chand,,incomplete_match,no_candidate
1326,C02204,Charvi Rai,C02204,partial_match,customer_id
1327,C01250,Upadhriti Cheema,C01250,conflicting,customer_id
1328,C01353,Jeevika Ravi,C01353,partial_match,customer_id
1329,,Jatin Banik,,incomplete_match,no_candidate
1330,,Agastya Ganesh,,incomplete_match,no_candidate
1331,C00201,Kai Goswami,C00201,complete_match,customer_id
1332,C01309,Frederick Kara,C01309,conflicting,customer_id
1333,C00489,Vivaan Patla,C00489,partial_match,customer_id
1334,C01635,Onkar Choudhary,C01635,partial_match,customer_id
1335,C01669,Onkar Krishnamurthy,C01669,partial_match,customer_id
1336,C00227,Umang Iyengar,C00227,partial_match,customer_id
1337,C02382,Wazir Chadha,C02382,partial_match,customer_id
1338,,ishanvi shah,C00053,partial_match,email
1339,C01428,Ria Mannan,C01428,complete_match,customer_id
1340,C02801,Prisha Gola,C02801,partial_match,customer_id
1341,C00524,Ikshita Gour,C00524,conflicting,customer_id
1342,C00646,Zinal Randhawa,C00646,conflicting,customer_id
1343,C00287,Leela Mangal,C00287,conflicting,customer_id
1344,N00335,Ijaya Muni,,new_entity,no_candidate
1345,N00366,Mohammed Manda,,new_entity,no_candidate
1346,N00106,Zarna Mane,,new_entity,no_candidate
1347,N00193,Harrison Barad,,new_entity,no_candidate
1348,,,,incomplete_match,no_candidate
1349,C01222,Wakeeta Chander,C01222,complete_match,customer_id
1350,,Ranbir Char,C01461,partial_match,name_city
1351,C00289,Darika Grewal,C00289,partial_match,customer_id
1352,C02230,Abeer Misra,C02230,conflicting,customer_id
1353,N00356,Urvashi Bhatti,,new_entity,no_candidate
1354,C02387,Nirja Palla,C02387,complete_match,customer_id
1355,N00285,Lakshit Sachdev,,new_entity,no_candidate
1356,C00464,Ayaan Manne,C00464,complete_match,customer_id
1357,,,C02303,partial_match,email
1358,C01834,Pahal Tailor,C01834,partial_match,customer_id
1359,,Warinder Ravel,,incomplete_match,no_candidate
1360,C02511,Meghana Yadav,C02511,complete_match,customer_id
1361,N00340,Jason Dayal,,new_entity,no_candidate
1362,C01417,Riya Khosla,C01417,complete_match,customer_id
1363,,Yauvani Chhabra,,incomplete_match,no_candidate
1364,,nidra bera,C00754,partial_match,email
1365,C01854,Owen Pathak,C01854,conflicting,customer_id
1366,C01491,Urmi Pai,C01491,conflicting,customer_id
1367,,Faras Ravi,C02093,partial_match,name_city
1368,N00296,Watika Handa,,new_entity,no_candidate
1369,C00024,Hemal Boase,C00024,complete_match,customer_id
1370,C01336,Anya Nanda,C01336,complete_match,customer_id
1371,C01839,Damyanti Setty,C01839,partial_match,customer_id
1372,C01237,Gautam Chauhan,C01237,complete_match,customer_id
1373,C00839,Aarna Palla,C00839,partial_match,customer_id
1374,C02275,Matthew Sodhi,C02275,partial_match,customer_id
1375,,,,incomplete_match,no_candidate
1376,C02353,Chatresh Pillay,C02353,conflicting,customer_id
1377,C00347,Hemang Chanda,C00347,complete_match,customer_id
1378,C01292,Tejas Ahuja,C01292,conflicting,customer_id
1379,C02500,Chatura Nazareth,C02500,complete_match,customer_id
1380,C02797,Hema Gola,C02797,partial_match,customer_id
1381,N00073,Prisha Gill,,new_entity,no_candidate
1382,C01797,Ishita Golla,C01797,conflicting,customer_id
1383,C02855,Ishanvi Nagi,C02855,complete_match,customer_id
1384,C01923,Aashi Nair,C01923,partial_match,customer_id
1385,C01734,Neha Roy,C01734,partial_match,customer_id
1386,N00248,Indrajit Golla,,new_entity,no_candidate
1387,C00052,Ranbir Chanda,C00052,complete_match,customer_id
1388,N00060,Wazir Dara,,new_entity,no_candidate
1389,,Vedant Sachdev,C02520,partial_match,name_city
1390,C01774,Gopal Talwar,C01774,conflicting,customer_id
1391,C00349,Tamanna Thakur,C00349,partial_match,customer_id
1392,C01680,Chaman Mital,C01680,complete_match,customer_id
1393,N00322,Aryan Ravel,,new_entity,no_candidate
1394,N00026,Gagan Chander,,new_entity,no_candidate
1395,N00171,Neelima Kota,,new_entity,no_candidate
1396,C01215,Bahadurjit Ram,C01215,complete_match,customer_id
1397,N00007,Harrison Ahuja,,new_entity,no_candidate
1398,,Raghav Sekhon,C02591,partial_match,name_city
1399,C00944,Ekanta Patil,C00944,complete_match,customer_id
1400,C02997,Charita Sachar,C02997,partial_match,customer_id
1401,C01093,Vedika Bora,C01093,complete_match,customer_id
1402,C00114,Chakradev Chaudhari,C00114,complete_match,customer_id
1403,C02296,Watika Goda,C02296,partial_match,customer_id
1404,,,,incomplete_match,no_candidate
1405,C01657,Utkarsh Bal,C01657,partial_match,customer_id
1406,C00640,Jagat Banik,C00640,conflicting,customer_id
1407,C00567,Nikita Gopal,C00567,partial_match,customer_id
1408,C00364,Zayyan Bandi,C00364,partial_match,customer_id
1409,,Riya Ramakrishnan,C00204,partial_match,name_city
1410,C01162,Jyoti Kumer,C01162,conflicting,customer_id
1411,C01215,Bahadurjit Ram,C01215,conflicting,customer_id
1412,C02364,Dominic Bahl,C02364,conflicting,customer_id
1413,N00096,Ekantika Kumar,,new_entity,no_candidate
1414,,zansi ganesan,C00224,partial_match,email
1415,C00822,Gayathri Deo,C00822,partial_match,customer_id
1416,,Gagan Cheema,,incomplete_match,no_candidate
1417,C02978,Upasna Bhatt,C02978,partial_match,customer_id
1418,,Kala Chakrabarti,C01695,partial_match,name_city
1419,,ANYA BIR,C02184,partial_match,phone
1420,,UTKARSH BAL,C01657,partial_match,phone
1421,N00009,Tamanna Kara,,new_entity,no_candidate
1422,C02851,Raagini Chanda,C02851,conflicting,customer_id
1423,,,C00533,partial_match,email
1424,N00231,Deepa Som,,new_entity,no_candidate
1425,C01645,Tanveer Lala,C01645,conflicting,customer_id
1426,C02838,Shivani Dhawan,C02838,complete_match,customer_id
1427,,,C00406,partial_match,email
1428,C01213,Liam Bala,C01213,complete_match,customer_id
1429,,Warinder Ranganathan,C00959,partial_match,name_city
1430,N00165,Nakul Maharaj,,new_entity,no_candidate
1431,,Ishani Yohannan,,incomplete_match,no_candidate
1432,C00378,Omya Kurian,C00378,partial_match,customer_id
1433,C01922,Damini Chanda,C01922,complete_match,customer_id
1434,C00735,Patrick Borra,C00735,complete_match,customer_id
1435,C02762,Eshana Bhatt,C02762,partial_match,customer_id
1436,C02319,Yamini Mutti,C02319,partial_match,customer_id
1437,N00120,Zaitra Sachdev,,new_entity,no_candidate
1438,C00850,Urishilla Gokhale,C00850,conflicting,customer_id
1439,N00363,Geetika Chaudry,,new_entity,no_candidate
1440,C00867,Vivaan Mall,C00867,complete_match,customer_id
1441,C01511,Vasudha Kannan,C01511,partial_match,customer_id
1442,N00001,Quincy Mangat,,new_entity,no_candidate
1443,C00829,Kamala Agate,C00829,conflicting,customer_id
1444,,,,incomplete_match,no_candidate
1445,C01168,Osha Korpal,C01168,complete_match,customer_id
1446,N00147,Ekaraj Soni,,new_entity,no_candidate
1447,,Ekavir Tiwari,C02040,partial_match,name_city
1448,C02562,Veda Choudhry,C02562,conflicting,customer_id
1449,C01220,Bishakha Majumdar,C01220,conflicting,customer_id
1450,C00897,Aadhya Nagar,C00897,complete_match,customer_id
1451,N00333,Vasudha Kala,,new_entity,no_candidate
1452,C00924,Charvi Warrior,C00924,complete_match,customer_id
1453,C02447,Hema Kata,C02447,complete_match,customer_id
1454,C00954,Unnati Narang,C00954,complete_match,customer_id
1455,C01831,Anamika Sami,C01831,conflicting,customer_id
1456,,,C00783,partial_match,email
1457,N00018,Abhimanyu Kumer,,new_entity,no_candidate
1458,C02649,Girik Bera,C02649,complete_match,customer_id
1459,N00153,Rishi Gala,,new_entity,no_candidate
1460,C01254,Janaki Bhavsar,C01254,conflicting,customer_id
1461,C01276,Jagvi Joshi,C01276,conflicting,customer_id
1462,,MOHINI MANN,C02777,partial_match,phone
1463,N00383,Pranit Tailor,,new_entity,no_candidate
1464,N00089,Yashica Sodhi,,new_entity,no_candidate
1465,C02939,Matthew Ghosh,C02939,conflicting,customer_id
1466,C00657,Waida Boase,C00657,partial_match,customer_id
1467,N00017,Ranbir Khanna,,new_entity,no_candidate
1468,,SATHVIK KEER,C00470,partial_match,phone
1469,,,C01364,partial_match,email
1470,C00967,Yashoda Bera,C00967,conflicting,customer_id
1471,,Tripti Ratta,C02111,partial_match,name_city
1472,C02301,Quincy Ratta,C02301,complete_match,customer_id
1473,C02419,Harita Ganguly,C02419,conflicting,customer_id
1474,N00392,Lila Deol,,new_entity,no_candidate
1475,C00643,Arjun Deep,C00643,partial_match,customer_id
1476,C01320,Advay Verma,C01320,complete_match,customer_id
1477,N00320,Jagvi Kar,,new_entity,no_candidate
1478,C01944,Kamya Manda,C01944,complete_match,customer_id
1479,C00121,Ekantika Chowdhury,C00121,conflicting,customer_id
1480,C01019,Urmi Varughese,C01019,conflicting,customer_id
1481,C00865,Ikbal Natt,C00865,partial_match,customer_id
1482,C00229,Teerth Ramachandran,C00229,conflicting,customer_id
1483,N00064,Vasana Nanda,,new_entity,no_candidate
1484,C00511,Amruta Oak,C00511,partial_match,customer_id
1485,N00398,Vidhi Nigam,,new_entity,no_candidate
1486,C02057,Ikbal Khurana,C02057,complete_match,customer_id
1487,C02068,Yash Rege,C02068,conflicting,customer_id
1488,N00044,Qushi Radhakrishnan,,new_entity,no_candidate
1489,N00016,Vedant Hayer,,new_entity,no_candidate
1490,C00080,Theodore Borra,C00080,partial_match,customer_id
1491,C00178,Rayaan Wali,C00178,partial_match,customer_id
1492,C01047,Ridhi Bora,C01047,conflicting,customer_id
1493,N00110,Karan Bajaj,,new_entity,no_candidate
1494,C01169,Tanish Sama,C01169,complete_match,customer_id
1495,C00611,Abhimanyu Ramesh,C00611,partial_match,customer_id
1496,,,,incomplete_match,no_candidate
1497,N00194,Faraj Parsa,,new_entity,no_candidate
1498,C01539,Wakeeta Keer,C01539,partial_match,customer_id
1499,N00252,Adweta Iyer,,new_entity,no_candidate
1500,,Hardik Saran,C02015,partial_match,name_city
1501,C01645,Tanveer Lala,C01645,partial_match,customer_id
1502,,VANSHA MURTY,C01973,partial_match,phone
1503,C01975,Hemangini Wagle,C01975,complete_match,customer_id
1504,C00877,Bhavini Seshadri,C00877,partial_match,customer_id
1505,,Abha Seth,,incomplete_match,no_candidate
1506,C01071,Charles Mammen,C01071,complete_match,customer_id
1507,,VEDHIKA NAIR,C02955,partial_match,phone
1508,N00331,Janani Mohanty,,new_entity,no_candidate
